rank,group,ntaxa,parent,nH2O,ZC,nC
genus,Macluravirus,8,Potyviridae,-0.79849,-0.130587,5.01964
genus,Abiotrophia,3,Aerococcaceae,-0.738214,-0.172947,4.998229
genus,Granulicatella,13,Carnobacteriaceae,-0.73682,-0.188821,5.065315
genus,Nonomuraea,50,Streptosporangiaceae,-0.72622,-0.126322,4.765459
genus,Pseudobutyrivibrio,15,Lachnospiraceae,-0.7515,-0.170746,5.007402
genus,Thermoflavimicrobium,3,Thermoactinomycetaceae,-0.740527,-0.19392,5.092658
genus,Entomoplasma,6,Entomoplasmataceae,-0.726978,-0.213187,5.14489
genus,Iteradensovirus,8,Parvoviridae,-0.860208,-0.087806,5.08595
genus,Agrococcus,16,Microbacteriaceae,-0.694618,-0.127107,4.718304
genus,Alkalispirochaeta,5,Spirochaetaceae,-0.719993,-0.14794,4.896533
genus,Orenia,3,Halobacteroidaceae,-0.694666,-0.219229,5.100312
genus,Ezakiella,4,,-0.719256,-0.19686,5.083348
genus,Picrophilus,2,Picrophilaceae,-0.75811,-0.201457,5.191774
genus,Cenarchaeum,1,Cenarchaeaceae,-0.711111,0.007053,4.241453
genus,Coltivirus,2,Reoviridae,-0.807284,-0.139351,5.027632
genus,Devosia,55,Devosiaceae,-0.725467,-0.150975,4.828389
genus,Erbovirus,1,Picornaviridae,-0.840733,-0.125776,5.01557
genus,Berlinvirus,15,Autographiviridae,-0.772328,-0.111667,4.91994
genus,Dethiosulfovibrio,3,Synergistaceae,-0.709115,-0.158106,4.904232
genus,Massilia,81,Oxalobacteraceae,-0.737835,-0.137257,4.821178
genus,Sulfuracidifex,3,Sulfolobaceae,-0.722959,-0.210311,5.078234
genus,Sadwavirus,5,Secoviridae,-0.804149,-0.145727,5.02157
genus,Hydrogenophaga,26,Comamonadaceae,-0.735963,-0.14161,4.829166
genus,Sphaerisporangium,9,Streptosporangiaceae,-0.719438,-0.117123,4.721136
genus,Lautropia,3,Burkholderiaceae,-0.728956,-0.127582,4.825245
genus,Bibersteinia,1,Pasteurellaceae,-0.749093,-0.164214,4.98818
genus,Umbravirus,10,Tombusviridae,-0.773286,-0.107575,4.885124
genus,Guyparkeria,3,Thioalkalibacteraceae,-0.749005,-0.120361,4.874645
genus,Ampelovirus,13,Closteroviridae,-0.734287,-0.15972,4.96253
genus,Desulfobotulus,3,Desulfobacteraceae,-0.736164,-0.16641,4.96557
genus,Microbulbifer,27,Microbulbiferaceae,-0.763728,-0.132737,4.904824
genus,Marinobacterium,34,Oceanospirillaceae,-0.736245,-0.150935,4.915029
genus,Prosthecobacter,5,Verrucomicrobiaceae,-0.740273,-0.145215,4.884864
genus,Rhabdochromatium,1,Chromatiaceae,-0.74716,-0.133435,4.888698
genus,Entomobirnavirus,1,Birnaviridae,-0.753475,-0.135768,4.965993
genus,Candidatus Arthromitus,6,Clostridiaceae,-0.719568,-0.21091,5.141907
genus,Kineosporia,4,Kineosporiaceae,-0.696722,-0.118288,4.691303
genus,Topocuvirus,1,Geminiviridae,-0.817905,-0.108964,5.012387
genus,Psychroserpens,7,Flavobacteriaceae,-0.769692,-0.176886,5.085989
genus,Gelidibacter,10,Flavobacteriaceae,-0.769525,-0.182777,5.090812
genus,Methanothermobacter,11,Methanobacteriaceae,-0.705189,-0.178252,4.961352
genus,Halochromatium,4,Chromatiaceae,-0.740668,-0.128257,4.882535
genus,Acetomicrobium,6,Synergistaceae,-0.724895,-0.196012,5.019288
genus,Myxoctovirus,1,Podoviridae,-0.749706,-0.076466,4.761879
genus,Acidisphaera,3,Acetobacteraceae,-0.730593,-0.139375,4.785322
genus,Fabavirus,7,Secoviridae,-0.801282,-0.159798,5.026174
genus,Krischvirus,5,Myoviridae,-0.803288,-0.143589,5.083476
genus,Ureibacillus,6,Planococcaceae,-0.73864,-0.198345,5.092886
genus,Desulfofustis,2,Desulfobulbaceae,-0.739196,-0.144592,4.920871
genus,Syntrophobotulus,1,Peptococcaceae,-0.716493,-0.185959,4.995437
genus,Wigglesworthia,1,Erwiniaceae,-0.7276,-0.244608,5.239367
genus,Salinivibrio,42,Vibrionaceae,-0.757405,-0.143279,4.928426
genus,Dehalobacterium,1,Peptococcaceae,-0.731625,-0.185011,5.023635
genus,Lapidilactobacillus,8,Lactobacillaceae,-0.745229,-0.171948,5.014372
genus,Tetragenococcus,6,Enterococcaceae,-0.749446,-0.178055,5.063662
genus,Calidithermus,5,Thermaceae,-0.74509,-0.16279,4.930296
genus,Mitsuokella,7,Selenomonadaceae,-0.733617,-0.162815,4.937659
genus,Sulfitobacter,56,Rhodobacteraceae,-0.734819,-0.13819,4.824676
genus,Sagittula,5,Rhodobacteraceae,-0.730469,-0.135074,4.810881
genus,Buchananella,1,Actinomycetaceae,-0.715956,-0.133987,4.75543
genus,Felispumavirus,2,Retroviridae,-0.810555,-0.143304,5.085224
genus,Desulfonatronovibrio,3,Desulfohalobiaceae,-0.7452,-0.167751,5.013574
genus,Bosea,50,Boseaceae,-0.712946,-0.153261,4.806799
genus,Desulfospira,1,Desulfobacteraceae,-0.730906,-0.177609,4.991574
genus,Tatumella,16,Erwiniaceae,-0.749757,-0.153592,4.932068
genus,Terrabacter,16,Intrasporangiaceae,-0.737363,-0.107475,4.735011
genus,Terracoccus,2,Intrasporangiaceae,-0.710568,-0.112275,4.69957
genus,Intrasporangium,5,Intrasporangiaceae,-0.712938,-0.121328,4.736541
genus,Catellatospora,11,Micromonosporaceae,-0.728592,-0.123857,4.741539
genus,Asanoa,6,Micromonosporaceae,-0.72255,-0.123223,4.741165
genus,Hamadaea,1,Micromonosporaceae,-0.725413,-0.124836,4.732606
genus,Pilimelia,3,Micromonosporaceae,-0.698741,-0.117081,4.683283
genus,Lonepinella,1,Pasteurellaceae,-0.745488,-0.175708,5.018535
genus,Thermobrachium,1,Clostridiaceae,-0.702831,-0.225088,5.13002
genus,Janibacter,15,Intrasporangiaceae,-0.708085,-0.115753,4.719123
genus,Nakamurella,14,Nakamurellaceae,-0.700872,-0.124739,4.694632
genus,Thalassobius,7,Rhodobacteraceae,-0.733986,-0.138446,4.835294
genus,Acidimicrobium,1,Acidimicrobiaceae,-0.691966,-0.136606,4.750547
genus,Octadecabacter,6,Rhodobacteraceae,-0.730557,-0.13998,4.829287
genus,Poacevirus,3,Potyviridae,-0.815105,-0.142102,5.086466
genus,Xylophilus,5,,-0.72023,-0.14052,4.796458
genus,Methanolacinia,3,Methanomicrobiaceae,-0.719526,-0.172257,4.951529
genus,Hyperthermus,1,Pyrodictiaceae,-0.698167,-0.199326,4.992518
genus,Pyrolobus,1,Pyrodictiaceae,-0.692397,-0.196838,4.993452
genus,Thermosphaera,1,Desulfurococcaceae,-0.709231,-0.226683,5.088101
genus,Ignicoccus,2,Desulfurococcaceae,-0.700018,-0.221084,5.064054
genus,Ferroglobus,1,Archaeoglobaceae,-0.722431,-0.221166,5.132033
genus,Carboxydothermus,5,Thermoanaerobacteraceae,-0.701282,-0.226352,5.076393
genus,Alphapartitivirus,16,Partitiviridae,-0.944413,-0.139926,5.204935
genus,Pegivirus,14,Flaviviridae,-0.77897,-0.147287,4.816749
genus,Thermosyntropha,1,Syntrophomonadaceae,-0.715471,-0.205471,5.065504
genus,Limnospira,4,Microcoleaceae,-0.762474,-0.155818,5.007633
genus,Chroococcidiopsis,8,Chroococcidiopsidaceae,-0.743638,-0.168709,4.995115
genus,Pleurocapsa,4,Hyellaceae,-0.729932,-0.170355,4.987028
genus,Spirulina,2,Spirulinaceae,-0.760061,-0.159963,5.006918
genus,Tychonema,7,Microcoleaceae,-0.731292,-0.159626,4.955885
genus,Brenneria,14,Pectobacteriaceae,-0.744071,-0.155565,4.931314
genus,Ruegeria,91,Rhodobacteraceae,-0.747565,-0.137931,4.851306
genus,Schwartzia,1,Selenomonadaceae,-0.73447,-0.1633,4.96011
genus,Twortvirus,1,Herelleviridae,-0.769431,-0.160109,5.153846
genus,Dehalobacter,11,Peptococcaceae,-0.7283,-0.174969,4.981894
genus,Leucobacter,51,Microbacteriaceae,-0.704842,-0.13293,4.741711
genus,Isavirus,1,Orthomyxoviridae,-0.714827,-0.121922,4.872077
genus,Bogoriella,1,Bogoriellaceae,-0.718224,-0.116629,4.732122
genus,Cylindrospermum,4,Nostocaceae,-0.744408,-0.165591,5.009766
genus,Couchioplanes,1,Micromonosporaceae,-0.713038,-0.11661,4.713517
genus,Aeropyrum,3,Desulfurococcaceae,-0.691451,-0.182475,4.924493
genus,Glaciecola,11,Alteromonadaceae,-0.739846,-0.159051,4.960009
genus,Marafivirus,13,Tymoviridae,-0.80472,-0.147238,4.945343
genus,Amaricoccus,2,Rhodobacteraceae,-0.727607,-0.136258,4.78282
genus,Algoriphagus,41,Cyclobacteriaceae,-0.785934,-0.177832,5.081424
genus,Malonomonas,1,Desulfuromonadaceae,-0.727649,-0.164156,4.952801
genus,Pseudodesulfovibrio,13,Desulfovibrionaceae,-0.738992,-0.157641,4.919891
genus,Bastillevirus,4,Herelleviridae,-0.783488,-0.148421,5.089379
genus,Microvirgula,3,Chromobacteriaceae,-0.732095,-0.142312,4.842304
genus,Thiorhodococcus,4,Chromatiaceae,-0.73683,-0.135549,4.882186
genus,Nesterenkonia,28,Micrococcaceae,-0.725378,-0.118204,4.767897
genus,Halomicrobium,8,Haloarculaceae,-0.755266,-0.078764,4.758574
genus,Moritella,15,Moritellaceae,-0.735383,-0.170263,4.967276
genus,Actinocorallia,3,Thermomonosporaceae,-0.708918,-0.129007,4.776978
genus,Glycomyces,19,Glycomycetaceae,-0.744356,-0.110189,4.752518
genus,Planotetraspora,6,Streptosporangiaceae,-0.721601,-0.126011,4.764068
genus,Spirillospora,1,Thermomonosporaceae,-0.716021,-0.117616,4.737217
genus,Desulfofarcimen,2,Peptococcaceae,-0.714429,-0.190607,5.015206
genus,Rickettsiella,4,Coxiellaceae,-0.740978,-0.192722,5.096507
genus,Petuvirus,1,Caulimoviridae,-0.875447,-0.145052,5.226709
genus,Actinotignum,5,Actinomycetaceae,-0.718909,-0.13184,4.793909
genus,Alcanivorax,48,Alcanivoracaceae,-0.761311,-0.130277,4.895806
genus,Cyanobium,12,Synechococcaceae,-0.726757,-0.146652,4.841683
genus,Kribbella,36,Kribbellaceae,-0.725764,-0.130439,4.779722
genus,Caballeronia,34,Burkholderiaceae,-0.745433,-0.136227,4.843618
genus,Gallantivirus,1,Tombusviridae,-0.780484,-0.11153,4.917379
genus,Halogeometricum,6,Haloferacaceae,-0.762828,-0.082378,4.777144
genus,Phaeobacter,19,Rhodobacteraceae,-0.738153,-0.13473,4.822296
genus,Desulfobacca,1,Syntrophaceae,-0.743534,-0.17858,5.004674
genus,Sanguibacter,11,Sanguibacteraceae,-0.693715,-0.125083,4.696563
genus,Holdemania,7,Erysipelotrichaceae,-0.747474,-0.172881,5.015241
genus,Dehalococcoides,3,Dehalococcoidaceae,-0.714471,-0.180979,4.955103
genus,Thiorhodovibrio,3,Chromatiaceae,-0.741039,-0.136238,4.876323
genus,Lamprocystis,1,Chromatiaceae,-0.743278,-0.134925,4.859116
genus,Lelliottia,11,Enterobacteriaceae,-0.753217,-0.155647,4.935552
genus,Pluralibacter,3,Enterobacteriaceae,-0.707316,-0.148143,4.843055
genus,Methylopila,6,Methylocystaceae,-0.707355,-0.143891,4.786821
genus,Natronorubrum,9,Natrialbaceae,-0.761103,-0.081534,4.790535
genus,Alphaentomopoxvirus,1,Poxviridae,-0.816637,-0.216626,5.395841
genus,Haloterrigena,18,Natrialbaceae,-0.758615,-0.081658,4.775317
genus,Thermocladium,1,Thermoproteaceae,-0.710452,-0.191239,4.953087
genus,Zobellia,11,Flavobacteriaceae,-0.778418,-0.169588,5.057959
genus,Henipavirus,5,Paramyxoviridae,-0.734335,-0.143237,4.998891
genus,Aquifex,1,Aquificaceae,-0.728852,-0.238467,5.215443
genus,Sodalis,10,Bruguierivoracaceae,-0.739339,-0.160668,4.939772
genus,Thiomicrorhabdus,14,Piscirickettsiaceae,-0.744709,-0.163509,4.981522
genus,Sideroxydans,1,Gallionellaceae,-0.736541,-0.154548,4.913849
genus,Demetria,1,Dermacoccaceae,-0.713307,-0.119361,4.746406
genus,Nevskia,2,Sinobacteraceae,-0.739705,-0.141476,4.841509
genus,Desulfurobacterium,5,Desulfurobacteriaceae,-0.705883,-0.230391,5.13174
genus,Coleofasciculus,14,Coleofasciculaceae,-0.742392,-0.159684,4.97012
genus,Moineauvirus,6,Siphoviridae,-0.784366,-0.13641,5.037562
genus,Carnimonas,1,Halomonadaceae,-0.749662,-0.134625,4.885065
genus,Triatovirus,5,Dicistroviridae,-0.809184,-0.156617,5.08218
genus,Marinospirillum,6,Oceanospirillaceae,-0.733914,-0.159612,4.956504
genus,Pseudospirillum,1,Oceanospirillaceae,-0.759629,-0.150926,4.973646
genus,Oceanobacter,1,Oceanospirillaceae,-0.749491,-0.133088,4.887792
genus,Terasakiella,5,Terasakiellaceae,-0.738894,-0.151459,4.935493
genus,Mitsuaria,12,,-0.729274,-0.13191,4.808683
genus,Halothece,1,Aphanothecaceae,-0.755296,-0.156855,5.010749
genus,Acidaminobacter,1,Clostridiales Family XII. Incertae Sedis,-0.71194,-0.187656,4.967662
genus,Robigovirus,5,Betaflexiviridae,-0.790361,-0.158903,5.060749
genus,Actinoalloteichus,8,Pseudonocardiaceae,-0.723978,-0.101616,4.729043
genus,Cryptosporangium,4,Cryptosporangiaceae,-0.707433,-0.125325,4.739098
genus,Virgisporangium,4,Micromonosporaceae,-0.716793,-0.120977,4.739621
genus,Desulfocapsa,1,Desulfobulbaceae,-0.732149,-0.174249,4.984606
genus,Gleimia,3,Actinomycetaceae,-0.722056,-0.146071,4.846782
genus,Spbetavirus,1,Siphoviridae,-0.765943,-0.166635,5.141341
genus,Facklamia,13,Aerococcaceae,-0.752931,-0.175436,5.057255
genus,Desulfonatronum,6,Desulfonatronaceae,-0.74572,-0.159006,4.951874
genus,Ammoniphilus,5,Paenibacillaceae,-0.7365,-0.185389,5.042251
genus,Psychromonas,19,Psychromonadaceae,-0.7323,-0.179405,4.994913
genus,Rheinheimera,23,Chromatiaceae,-0.748956,-0.164745,4.959734
genus,Muribacter,1,Pasteurellaceae,-0.749548,-0.172194,5.009355
genus,Chloriridovirus,7,Iridoviridae,-0.756975,-0.179963,5.117332
genus,Aparavirus,6,Dicistroviridae,-0.781731,-0.147149,5.022155
genus,Cupriavidus,49,Burkholderiaceae,-0.736994,-0.137117,4.813688
genus,Aquamicrobium,6,Phyllobacteriaceae,-0.725642,-0.14147,4.835023
genus,Oxalicibacterium,4,Oxalobacteraceae,-0.720308,-0.152771,4.885295
genus,Pseudoxanthomonas,58,Xanthomonadaceae,-0.749228,-0.12842,4.825315
genus,Thiohalocapsa,5,Chromatiaceae,-0.735447,-0.13305,4.862133
genus,Natrinema,14,Natrialbaceae,-0.768073,-0.072315,4.780921
genus,Sulfurisphaera,3,Sulfolobaceae,-0.708661,-0.24433,5.170001
genus,Tindallia,3,Clostridiaceae,-0.712459,-0.181343,5.008263
genus,Rhodospira,1,Rhodospirillaceae,-0.726027,-0.125678,4.785628
genus,Azomonas,3,Pseudomonadaceae,-0.734121,-0.147346,4.942853
genus,Macrococcus,14,Staphylococcaceae,-0.744512,-0.188725,5.079971
genus,Fibrovirus,4,Inoviridae,-0.782303,-0.181508,5.055675
genus,Frateuria,5,Rhodanobacteraceae,-0.747846,-0.128659,4.832561
genus,Scutavirus,2,Herpesviridae,-0.79955,-0.132629,5.0104
genus,Aquabacterium,12,,-0.736948,-0.135832,4.821642
genus,Longwoodvirus,3,Myoviridae,-0.764665,-0.133457,4.969474
genus,Avastrovirus,5,Astroviridae,-0.769117,-0.16212,5.058077
genus,Tremovirus,1,Picornaviridae,-0.773847,-0.160413,5.006749
genus,Nodularia,5,Aphanizomenonaceae,-0.742707,-0.16655,4.998962
genus,Flexithrix,1,Flammeovirgaceae,-0.794634,-0.179173,5.120344
genus,Lewinella,16,Lewinellaceae,-0.797884,-0.136218,4.982004
genus,Flavilitoribacter,1,Lewinellaceae,-0.810226,-0.143195,5.036982
genus,Limnothrix,8,Pseudanabaenaceae,-0.752276,-0.144951,4.922304
genus,Stappia,14,Stappiaceae,-0.722531,-0.143399,4.813202
genus,Biseptimavirus,27,Siphoviridae,-0.767936,-0.153699,5.124317
genus,Lonsdalea,5,Pectobacteriaceae,-0.749065,-0.147234,4.923199
genus,Waddlia,1,Waddliaceae,-0.760412,-0.176102,5.070588
genus,Methylarcula,1,Rhodobacteraceae,-0.734794,-0.133858,4.822433
genus,Citromicrobium,12,Sphingomonadaceae,-0.741116,-0.123116,4.80336
genus,Iridovirus,2,Iridoviridae,-0.759086,-0.180195,5.117342
genus,Fredinandcohnia,3,Bacillaceae,-0.740769,-0.195445,5.066434
genus,Tessaracoccus,21,Propionibacteriaceae,-0.723748,-0.129718,4.777257
genus,Dechloromonas,12,Azonexaceae,-0.730645,-0.153224,4.87618
genus,Ophiovirus,5,Aspiviridae,-0.723625,-0.178418,5.110966
genus,Methylocaldum,10,Methylococcaceae,-0.75804,-0.148412,4.941446
genus,Thermaerobacter,6,Clostridiales Family XVII. Incertae Sedis,-0.723341,-0.134669,4.800925
genus,Roseovarius,43,Rhodobacteraceae,-0.74113,-0.133835,4.823379
genus,Antarctobacter,1,Rhodobacteraceae,-0.735219,-0.136003,4.815231
genus,Maricaulis,6,Maricaulaceae,-0.743339,-0.122359,4.802369
genus,Gracilibacillus,20,Bacillaceae,-0.760276,-0.180571,5.087198
genus,Collinsella,107,Coriobacteriaceae,-0.735658,-0.130674,4.816796
genus,Ferroplasma,4,Ferroplasmaceae,-0.741978,-0.214449,5.117507
genus,Rhodanobacter,43,Rhodanobacteraceae,-0.752003,-0.134167,4.84306
genus,Schizotequatrovirus,4,Myoviridae,-0.814986,-0.123695,5.057768
genus,Micropruina,1,Nocardioidaceae,-0.718879,-0.13067,4.76568
genus,Duganella,61,Oxalobacteraceae,-0.734849,-0.14232,4.833451
genus,Balneatrix,1,Balneatrichaceae,-0.7549,-0.153799,4.954656
genus,Neptunomonas,8,Oceanospirillaceae,-0.737467,-0.157541,4.932794
genus,Castellaniella,3,Alcaligenaceae,-0.734349,-0.143458,4.842677
genus,Thermocrinis,4,Aquificaceae,-0.736544,-0.22353,5.163022
genus,Mannheimia,10,Pasteurellaceae,-0.740703,-0.177573,5.013536
genus,Alloprevotella,8,Prevotellaceae,-0.781074,-0.151907,5.033763
genus,Roseibium,11,Stappiaceae,-0.728681,-0.144732,4.846011
genus,Mycetocola,11,Microbacteriaceae,-0.701566,-0.140412,4.754984
genus,Roseateles,5,,-0.72289,-0.133053,4.812015
genus,Solibacillus,8,Planococcaceae,-0.734609,-0.194355,5.055877
genus,Caldivirga,2,Thermoproteaceae,-0.71749,-0.20893,5.027697
genus,Asticcacaulis,15,Caulobacteraceae,-0.742855,-0.14076,4.853684
genus,Salipaludibacillus,5,Bacillaceae,-0.761425,-0.180577,5.054641
genus,Ahrensia,5,Ahrensiaceae,-0.725275,-0.151788,4.864068
genus,Pseudorhodobacter,8,Rhodobacteraceae,-0.724484,-0.148358,4.815447
genus,Cylindrospermopsis,4,Aphanizomenonaceae,-0.746389,-0.174267,5.025031
genus,Psimunavirus,1,Siphoviridae,-0.789071,-0.151428,5.107608
genus,Paracraurococcus,3,Acetobacteraceae,-0.716916,-0.140302,4.753026
genus,Felixounavirus,16,Myoviridae,-0.781405,-0.143124,5.02634
genus,Robertmurraya,4,Bacillaceae,-0.738805,-0.196434,5.075034
genus,Circovirus,52,Circoviridae,-0.909058,-0.106923,5.157119
genus,Succinispira,1,Acidaminococcaceae,-0.686446,-0.211285,5.012041
genus,Parascardovia,1,Bifidobacteriaceae,-0.744478,-0.126548,4.868183
genus,Scardovia,3,Bifidobacteriaceae,-0.726469,-0.129907,4.87726
genus,Pelotomaculum,5,Peptococcaceae,-0.705069,-0.18064,4.948836
genus,Atadenovirus,9,Adenoviridae,-0.837093,-0.138758,5.077947
genus,Brussowvirus,6,Siphoviridae,-0.753379,-0.142027,4.977953
genus,Heliorestis,3,Heliobacteriaceae,-0.72102,-0.178842,5.024826
genus,Denitrobacterium,1,Eggerthellaceae,-0.757252,-0.122138,4.812468
genus,Thioflavicoccus,1,Chromatiaceae,-0.739761,-0.134916,4.869975
genus,Haliangium,2,Kofleriaceae,-0.73814,-0.109214,4.78466
genus,Delftia,26,Comamonadaceae,-0.736754,-0.131649,4.80341
genus,Insolitispirillum,1,Rhodospirillaceae,-0.715434,-0.142046,4.808979
genus,Curvibacter,6,Comamonadaceae,-0.727556,-0.14945,4.843735
genus,Hylemonella,1,Comamonadaceae,-0.726007,-0.147162,4.84287
genus,Simplicispira,9,Comamonadaceae,-0.730171,-0.14427,4.829009
genus,Aminomonas,1,Synergistaceae,-0.723485,-0.147969,4.86946
genus,Thermanaerovibrio,3,Synergistaceae,-0.706768,-0.157637,4.887479
genus,Anaeromusa,1,Sporomusaceae,-0.674809,-0.152924,5.091603
genus,Aminobacterium,3,Synergistaceae,-0.736826,-0.183812,4.991901
genus,Methylovorus,4,Methylophilaceae,-0.732397,-0.160603,4.919961
genus,Prosthecomicrobium,2,Hyphomicrobiaceae,-0.71342,-0.144864,4.775707
genus,Fannyhessea,1,Actinomycetaceae,-0.742918,-0.146815,4.918455
genus,Centipeda,1,Selenomonadaceae,-0.736523,-0.149541,4.90923
genus,Ornithinicoccus,3,Intrasporangiaceae,-0.718912,-0.114991,4.731562
genus,Anaerovibrio,6,Selenomonadaceae,-0.724205,-0.163735,4.93539
genus,Anaeroarcus,1,Sporomusaceae,-0.715707,-0.175194,4.929287
genus,Omikronpapillomavirus,2,Papillomaviridae,-0.817242,-0.091386,4.877176
genus,Desemzia,3,Carnobacteriaceae,-0.711836,-0.191916,5.025204
genus,Hymenobacter,88,Hymenobacteraceae,-0.766734,-0.149442,4.933413
genus,Buttiauxella,15,Enterobacteriaceae,-0.750268,-0.161789,4.938939
genus,Budvicia,3,Budviciaceae,-0.723364,-0.158726,4.91451
genus,Leminorella,3,Budviciaceae,-0.719168,-0.15236,4.892412
genus,Obesumbacterium,1,Hafniaceae,-0.747779,-0.155992,4.940163
genus,Pragia,1,Budviciaceae,-0.744465,-0.152207,4.929706
genus,Deltaentomopoxvirus,1,Poxviridae,-0.801115,-0.223604,5.377926
genus,Saetivirus,2,Inoviridae,-0.744979,-0.168522,4.985027
genus,Roseospirillum,1,Rhodospirillaceae,-0.717933,-0.132911,4.776128
genus,Melittangium,1,Archangiaceae,-0.737588,-0.126448,4.833603
genus,Mastigocladus,1,Hapalosiphonaceae,-0.744335,-0.168684,5.008251
genus,Parachlamydia,2,Parachlamydiaceae,-0.778839,-0.18267,5.108283
genus,Simkania,1,Simkaniaceae,-0.776814,-0.186966,5.105605
genus,Luteimonas,40,Xanthomonadaceae,-0.746107,-0.119967,4.795148
genus,Leclercia,20,Enterobacteriaceae,-0.751829,-0.155507,4.933585
genus,Desulfonispora,1,Peptococcaceae,-0.689195,-0.215962,5.062416
genus,Formivibrio,1,Chromobacteriaceae,-0.727114,-0.156822,4.901872
genus,Propionivibrio,3,Rhodocyclaceae,-0.72623,-0.153687,4.876364
genus,Succinimonas,1,Succinivibrionaceae,-0.754932,-0.143431,4.965288
genus,Succinivibrio,1,Succinivibrionaceae,-0.733879,-0.175318,5.011985
genus,Alphapermutotetravirus,2,Permutotetraviridae,-0.746748,-0.106631,4.848699
genus,Palaeococcus,3,Thermococcaceae,-0.722301,-0.216182,5.123689
genus,Pseudoclostridium,1,Oscillospiraceae,-0.746289,-0.186493,5.066468
genus,Propionispira,3,Selenomonadaceae,-0.707302,-0.200221,4.99988
genus,Slackia,11,Eggerthellaceae,-0.739548,-0.129871,4.809739
genus,Eggerthella,19,Eggerthellaceae,-0.746168,-0.138059,4.843894
genus,Oceanimonas,8,Aeromonadaceae,-0.741398,-0.153712,4.907727
genus,Cryptobacterium,2,Eggerthellaceae,-0.720598,-0.136448,4.84071
genus,Hippea,5,Desulfurellaceae,-0.718691,-0.223711,5.133418
genus,Dolosicoccus,1,Aerococcaceae,-0.753409,-0.168316,5.052144
genus,Verrucosispora,9,Micromonosporaceae,-0.729601,-0.117445,4.760926
genus,Candidatus Odyssella,1,Candidatus Paracaedibacteraceae,-0.741695,-0.172679,5.014792
genus,Umezawaea,3,Pseudonocardiaceae,-0.710498,-0.121988,4.744205
genus,Beutenbergia,1,Beutenbergiaceae,-0.715712,-0.118456,4.700734
genus,Desulfotalea,1,Desulfobulbaceae,-0.719024,-0.177692,4.953366
genus,Williamsia,14,Nocardiaceae,-0.715068,-0.12455,4.747272
genus,Betatetravirus,1,Alphatetraviridae,-0.792353,-0.044067,4.830114
genus,Batrachovirus,3,Alloherpesviridae,-0.812738,-0.131216,5.012132
genus,Anaerobacillus,6,Bacillaceae,-0.733866,-0.199699,5.086189
genus,Thermacetogenium,1,Thermoanaerobacteraceae,-0.714474,-0.17712,4.969802
genus,Alkalispirillum,1,Ectothiorhodospiraceae,-0.758202,-0.118021,4.873474
genus,Pasteuria,1,Pasteuriaceae,-0.765724,-0.146262,4.979863
genus,Idiomarina,28,Idiomarinaceae,-0.754751,-0.145091,4.949555
genus,Arenibacter,19,Flavobacteriaceae,-0.776974,-0.177342,5.077576
genus,Candidatus Jidaibacter,1,Candidatus Midichloriaceae,-0.72241,-0.197361,5.097545
genus,Syntrophothermus,1,Syntrophomonadaceae,-0.710501,-0.176667,4.962398
genus,Malikia,3,Comamonadaceae,-0.725095,-0.144113,4.857038
genus,Phaseolibacter,1,Erwiniaceae,-0.750238,-0.157764,4.978447
genus,Saccharophagus,3,Cellvibrionaceae,-0.755241,-0.130468,4.932483
genus,Henriciella,11,Hyphomonadaceae,-0.74472,-0.128412,4.832967
genus,Salimicrobium,6,Bacillaceae,-0.753861,-0.166319,5.022871
genus,Neobacillus,18,Bacillaceae,-0.739313,-0.198262,5.068577
genus,Roseospira,5,Rhodospirillaceae,-0.712908,-0.127962,4.771206
genus,Marmoricola,13,Nocardioidaceae,-0.713029,-0.120116,4.735794
genus,Natronohydrobacter,1,Rhodobacteraceae,-0.731649,-0.142941,4.825963
genus,Eremococcus,1,Aerococcaceae,-0.747097,-0.174713,5.032942
genus,Modestobacter,17,Geodermatophilaceae,-0.696747,-0.119876,4.673335
genus,Mitovirus,46,Mitoviridae,-0.788176,-0.206795,5.209394
genus,Timquatrovirus,67,Siphoviridae,-0.766607,-0.090568,4.767169
genus,Ignavigranum,1,Aerococcaceae,-0.754044,-0.178444,5.071221
genus,Peptacetobacter,2,Peptostreptococcaceae,-0.703675,-0.192284,5.033933
genus,Rubrimonas,1,Rhodobacteraceae,-0.717955,-0.125885,4.709788
genus,Oligella,6,Alcaligenaceae,-0.746657,-0.16544,4.962776
genus,Desulfatiglans,1,Desulfobacteraceae,-0.746469,-0.159183,4.954835
genus,Chlamydiamicrovirus,5,Microviridae,-0.875796,-0.118512,5.120963
genus,Enterovibrio,11,Vibrionaceae,-0.74719,-0.151829,4.939314
genus,Methanimicrococcus,1,Methanosarcinaceae,-0.719079,-0.175469,4.957638
genus,Candidatus Paracaedibacter,2,Candidatus Paracaedibacteraceae,-0.742693,-0.178064,5.031563
genus,Candidatus Portiera,1,Halomonadaceae,-0.686726,-0.261889,5.235398
genus,Asaia,10,Acetobacteraceae,-0.736506,-0.139831,4.827271
genus,Narmovirus,3,Paramyxoviridae,-0.749838,-0.134096,4.947685
genus,Alphanudivirus,2,Nudiviridae,-0.794321,-0.174688,5.187327
genus,Ketogulonicigenium,3,Rhodobacteraceae,-0.710763,-0.144927,4.810883
genus,Candidatus Entotheonella,2,,-0.770762,-0.135168,4.941032
genus,Pandoraea,41,Burkholderiaceae,-0.73854,-0.140445,4.832938
