Catalogue,Accession,Length,"Num. of genomes",Completeness,Contamination,Type,Taxonomy,"Last Updated"
"UHGG v2.0.1",MGYG000000654,1448574,10,97.18,0.81,MAG,"MX-02 sp006954405",2021-12-07
"UHGG v2.0.1",MGYG000000655,2321148,22,96.23,0.71,MAG,"Holdemanella sp900547815",2021-12-07
"UHGG v2.0.1",MGYG000000656,1593882,2,74.1,2.03,MAG,CAG-269,2021-12-07
"UHGG v2.0.1",MGYG000000657,4450077,1,82.46,0,MAG,"Pseudomonas_E bubulae",2021-12-07
"UHGG v2.0.1",MGYG000000658,1755704,1,62.77,0,MAG,Prevotellamassilia,2021-12-07
"UHGG v2.0.1",MGYG000000659,1920550,20,93.35,0.81,MAG,"UBA10281 sp900556195",2021-12-07
"UHGG v2.0.1",MGYG000000660,2038987,1,92.74,1.81,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000000661,1287314,1,91.29,4.49,MAG,CAG-302,2021-12-07
"UHGG v2.0.1",MGYG000000662,1413555,2,81.27,2.76,MAG,Bulleidia,2021-12-07
"UHGG v2.0.1",MGYG000000663,1768787,11,88.37,0.67,MAG,"UMGS1668 sp900768105",2021-12-07
"UHGG v2.0.1",MGYG000000664,1822500,18,97.59,0,MAG,"UBA733 sp900550795",2021-12-07
"UHGG v2.0.1",MGYG000000665,1021727,1,65.41,2.61,MAG,CAG-273,2021-12-07
"UHGG v2.0.1",MGYG000000666,4523435,1,91.93,2.36,MAG,UBA1829,2021-12-07
"UHGG v2.0.1",MGYG000000667,2502097,156,99.06,0.38,MAG,"UBA7173 sp900546835",2021-12-07
"UHGG v2.0.1",MGYG000000668,2648761,53,98.16,0,MAG,"CAG-238 sp900551415",2021-12-07
"UHGG v2.0.1",MGYG000000669,2227584,228,97.09,0,MAG,"CAG-488 sp000434055",2021-12-07
"UHGG v2.0.1",MGYG000000670,2790604,17,99.06,0,MAG,"Faecalibacillus sp900544435",2021-12-07
"UHGG v2.0.1",MGYG000000671,2416932,54,98.42,0,MAG,"Dialister sp002320515",2021-12-07
"UHGG v2.0.1",MGYG000000672,2733599,209,96.75,0.63,MAG,"RC9 sp000431015",2021-12-07
"UHGG v2.0.1",MGYG000000673,2306526,3,91.13,1.13,MAG,"CAG-873 sp004552485",2021-12-07
"UHGG v2.0.1",MGYG000000674,2404419,1,91.3,2.01,MAG,UMGS1810,2021-12-07
"UHGG v2.0.1",MGYG000000675,5782172,5,76.21,1.72,MAG,"Bacteroides congonensis",2021-12-07
"UHGG v2.0.1",MGYG000000676,2188584,2,92.34,0.05,MAG,Borkfalkia,2021-12-07
"UHGG v2.0.1",MGYG000000677,2015211,1,95.4,0.2,MAG,UBA5920,2021-12-07
"UHGG v2.0.1",MGYG000000678,2629642,10,97.71,0.38,MAG,"CAG-485 sp002491165",2021-12-07
"UHGG v2.0.1",MGYG000000679,1043255,15,80.51,0.4,MAG,"UMGS1470 sp900766395",2021-12-07
"UHGG v2.0.1",MGYG000000680,2323759,1,69.77,2.87,MAG,UBA3402,2021-12-07
"UHGG v2.0.1",MGYG000000681,1472277,1,72.16,3.55,MAG,"Lactococcus_A raffinolactis",2021-12-07
"UHGG v2.0.1",MGYG000000682,2426258,5,91.16,0.19,MAG,UBA4334,2021-12-07
"UHGG v2.0.1",MGYG000000683,2086024,21,80.97,0.79,MAG,"CAG-977 sp000434295",2021-12-07
"UHGG v2.0.1",MGYG000000684,2175265,2,96.37,1.61,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000000685,2863940,10,99.33,0,MAG,"CAG-590 sp900552885",2021-12-07
"UHGG v2.0.1",MGYG000000686,1824593,9,97.75,0,MAG,"UBA733 sp900767605",2021-12-07
"UHGG v2.0.1",MGYG000000687,2211452,4,92.69,1.57,MAG,Anaerostipes,2021-12-07
"UHGG v2.0.1",MGYG000000688,1353298,1,55,0.81,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000000689,1802380,2,85.12,0,MAG,"Angelakisella sp003453215",2021-12-07
"UHGG v2.0.1",MGYG000000690,2764780,49,99.33,0,MAG,"CAG-590 sp000431135",2021-12-07
"UHGG v2.0.1",MGYG000000691,1993212,1,88.26,4.85,MAG,CAG-110,2021-12-07
"UHGG v2.0.1",MGYG000000692,2730358,66,97.92,0,MAG,"Prevotellamassilia sp900543155",2021-12-07
"UHGG v2.0.1",MGYG000000693,2022975,2,98.39,0.81,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000000694,2080543,2,99.19,1.61,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000000695,3484843,84,98.14,0.56,MAG,"Prevotella sp000436035",2021-12-07
"UHGG v2.0.1",MGYG000000696,3184747,64,99.62,0.77,MAG,"Parabacteroides sp900549585",2021-12-07
"UHGG v2.0.1",MGYG000000698,1742225,3,91.53,0.81,MAG,CAG-1782,2021-12-07
"UHGG v2.0.1",MGYG000000699,1671307,1,74.76,4.13,MAG,Bulleidia,2021-12-07
"UHGG v2.0.1",MGYG000000700,2636252,74,94.94,0,MAG,"UBA4372 sp900543815",2021-12-07
"UHGG v2.0.1",MGYG000000701,3061545,72,97.97,0.74,MAG,"Prevotella sp900552675",2021-12-07
"UHGG v2.0.1",MGYG000000702,1965317,1,85.22,2.02,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000000703,2495318,23,93.62,0.67,MAG,"CAG-83 sp900552725",2021-12-07
"UHGG v2.0.1",MGYG000000704,1970599,1,92.62,0.67,MAG,UMGS1279,2021-12-07
"UHGG v2.0.1",MGYG000000705,1649544,258,85.46,0,MAG,"CAG-475 sp000434435",2021-12-07
"UHGG v2.0.1",MGYG000000706,2490616,5,94.41,0.67,MAG,UMGS1326,2021-12-07
"UHGG v2.0.1",MGYG000000707,3151200,85,95.57,0,MAG,"Prevotella sp900546575",2021-12-07
"UHGG v2.0.1",MGYG000000708,1500808,2,81.18,1.8,MAG,Succinivibrio,2021-12-07
"UHGG v2.0.1",MGYG000000709,1364323,1,55.89,0.38,MAG,UBA738,2021-12-07
"UHGG v2.0.1",MGYG000000710,2205840,4,91.72,0.67,MAG,CAG-110,2021-12-07
"UHGG v2.0.1",MGYG000000711,1966926,1,79.49,2.13,MAG,CAG-238,2021-12-07
"UHGG v2.0.1",MGYG000000712,2138816,25,100,0,MAG,"Fusobacterium_B sp900541465",2021-12-07
"UHGG v2.0.1",MGYG000000713,1787047,4,74.84,0.34,MAG,CAG-83,2021-12-07
"UHGG v2.0.1",MGYG000000714,1374960,52,93.82,1.69,MAG,"CAG-451 sp000438295",2021-12-07
"UHGG v2.0.1",MGYG000000715,2198914,41,93.06,0,MAG,"CAG-110 sp900544705",2021-12-07
"UHGG v2.0.1",MGYG000000716,2039168,5,97.29,0.81,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000000717,1934275,5,98.75,1.25,MAG,"Duodenibacillus sp900762555",2021-12-07
"UHGG v2.0.1",MGYG000000718,1975049,13,96.5,0,MAG,"SFDB01 sp004558825",2021-12-07
"UHGG v2.0.1",MGYG000000719,1825952,2,89.26,0,MAG,HGM12650,2021-12-07
"UHGG v2.0.1",MGYG000000720,3759035,1,93.24,2.07,MAG,Victivallis,2021-12-07
"UHGG v2.0.1",MGYG000000721,2405891,1,92.62,0.22,MAG,NC2004,2021-12-07
"UHGG v2.0.1",MGYG000000722,2915024,74,91.98,0,MAG,"RC9 sp900545245",2021-12-07
"UHGG v2.0.1",MGYG000000723,2208348,1667,97.27,0,MAG,"CAG-177 sp003514385",2021-12-07
"UHGG v2.0.1",MGYG000000724,1919940,1,69.43,0,MAG,Gemmiger,2021-12-07
"UHGG v2.0.1",MGYG000000725,2192750,821,99.37,0,MAG,"Dialister sp000434475",2021-12-07
"UHGG v2.0.1",MGYG000000726,1857870,109,97.32,0,MAG,"CAG-180 sp004556705",2021-12-07
"UHGG v2.0.1",MGYG000000727,2530364,1,88.98,0,MAG,SFFS01,2021-12-07
"UHGG v2.0.1",MGYG000000728,1947591,2,95.84,1.05,MAG,UBA1212,2021-12-07
"UHGG v2.0.1",MGYG000000729,1856951,57,90.94,0,MAG,"F23-B02 sp900545805",2021-12-07
"UHGG v2.0.1",MGYG000000730,2096902,577,99.19,0,MAG,"Phil1 sp001940855",2021-12-07
"UHGG v2.0.1",MGYG000000731,1796272,2,83.29,0,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000000732,1710353,10,79.46,0.67,MAG,CAG-245,2021-12-07
"UHGG v2.0.1",MGYG000000733,1893651,2,79.89,0,MAG,Borkfalkia,2021-12-07
"UHGG v2.0.1",MGYG000000734,2140620,77,93.95,1.61,MAG,"UBA10281 sp900548285",2021-12-07
"UHGG v2.0.1",MGYG000000735,2273680,1,84.53,1.81,MAG,UBA738,2021-12-07
"UHGG v2.0.1",MGYG000000736,1883440,2,89.93,0,MAG,CAG-110,2021-12-07
"UHGG v2.0.1",MGYG000000737,1638367,1,72.23,0.08,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000000738,934493,1,59.61,0.34,MAG,CAG-269,2021-12-07
"UHGG v2.0.1",MGYG000000739,2046079,1,96.67,1.68,MAG,Evtepia,2021-12-07
"UHGG v2.0.1",MGYG000000740,2359825,23,95.27,0.68,MAG,"CAG-312 sp001917305",2021-12-07
"UHGG v2.0.1",MGYG000000741,2390173,24,95.97,1.34,MAG,"CAG-170 sp900548625",2021-12-07
"UHGG v2.0.1",MGYG000000742,2345274,45,99.37,0,MAG,"Dialister sp900541605",2021-12-07
"UHGG v2.0.1",MGYG000000743,2477350,537,99.11,0,MAG,"CAG-110 sp000434635",2021-12-07
"UHGG v2.0.1",MGYG000000744,1909099,13,92.67,0.81,MAG,"Collinsella sp900550205",2021-12-07
"UHGG v2.0.1",MGYG000000745,2615728,3,93.55,0.37,MAG,CAG-74,2021-12-07
"UHGG v2.0.1",MGYG000000746,2046986,4,91.61,0,MAG,UBA1777,2021-12-07
"UHGG v2.0.1",MGYG000000747,2418810,1,90.47,3.57,MAG,CAG-74,2021-12-07
"UHGG v2.0.1",MGYG000000748,1946382,11,90.71,0,MAG,"UBA10677 sp900762945",2021-12-07
"UHGG v2.0.1",MGYG000000749,1250048,2,77.95,0.93,MAG,CAG-917,2021-12-07
"UHGG v2.0.1",MGYG000000750,1783127,8,82.77,0,MAG,CAG-724,2021-12-07
"UHGG v2.0.1",MGYG000000751,1147622,3,90.45,2.25,MAG,UBA11490,2021-12-07
"UHGG v2.0.1",MGYG000000752,2697118,6,93.65,0.67,MAG,UBA737,2021-12-07
"UHGG v2.0.1",MGYG000000753,1854497,6,93.29,0,MAG,"ER4 sp900768135",2021-12-07
"UHGG v2.0.1",MGYG000000754,1511164,2,79.91,1.72,MAG,"Streptococcus sp900555155",2021-12-07
"UHGG v2.0.1",MGYG000000755,1680879,8,98.46,0.12,MAG,"Campylobacter sp013416015",2021-12-07
"UHGG v2.0.1",MGYG000000756,1963853,13,98.96,0.15,MAG,"Bifidobacterium sp002742445",2021-12-07
"UHGG v2.0.1",MGYG000000757,982783,2,71.03,0.67,MAG,"Negativicoccus massiliensis",2021-12-07
"UHGG v2.0.1",MGYG000000758,1223939,1,53.34,0.42,MAG,"Peptoniphilus_A harei",2021-12-07
"UHGG v2.0.1",MGYG000000759,1836417,1,77.97,1.97,MAG,Corynebacterium,2021-12-07
"UHGG v2.0.1",MGYG000000760,2818339,30,99.29,0,MAG,Prevotella,2021-12-07
"UHGG v2.0.1",MGYG000000761.1,1538831,3,85.7,0.24,MAG,Anaerococcus,2021-12-07
"UHGG v2.0.1",MGYG000000762,1520675,1,54.84,0.34,MAG,"Corynebacterium glucuronolyticum",2021-12-07
"UHGG v2.0.1",MGYG000000763,1466466,1,54.23,0.78,MAG,Porphyromonas,2021-12-07
"UHGG v2.0.1",MGYG000000764,1992577,9,97.33,0.31,MAG,"Porphyromonas_A sp900541275",2021-12-07
"UHGG v2.0.1",MGYG000000765,2007181,14,96.32,0.63,MAG,"Porphyromonas_A bennonis",2021-12-07
"UHGG v2.0.1",MGYG000000766,1523934,12,98.25,0,MAG,"Fenollaria sp900539225",2021-12-07
"UHGG v2.0.1",MGYG000000767,2269129,1,78.17,4.44,MAG,"Paraeggerthella hongkongensis",2021-12-07
"UHGG v2.0.1",MGYG000000768,2207911,1,97.58,0.81,MAG,"Collinsella sp900542905",2021-12-07
"UHGG v2.0.1",MGYG000000769,2100050,2,99.19,1.61,MAG,"Collinsella sp900544875",2021-12-07
"UHGG v2.0.1",MGYG000000770,2217348,2,100,1.61,MAG,"Collinsella sp900544095",2021-12-07
"UHGG v2.0.1",MGYG000000771,1762765,4,86.78,1.35,MAG,"Lactococcus lactis_E",2021-12-07
"UHGG v2.0.1",MGYG000000772,2044239,14,99.19,0.81,MAG,"Collinsella sp900541695",2021-12-07
"UHGG v2.0.1",MGYG000000773,2056602,121,97.14,0,MAG,"Bulleidia sp900539965",2021-12-07
"UHGG v2.0.1",MGYG000000774,3366873,4,98.73,1.27,MAG,"Enterocloster sp900543885",2021-12-07
"UHGG v2.0.1",MGYG000000775,1891758,1,89.44,2.61,MAG,"Bifidobacterium sp900551485",2021-12-07
"UHGG v2.0.1",MGYG000000776,1658978,1,83.8,1.9,MAG,"UBA5809 sp002417965",2021-12-07
"UHGG v2.0.1",MGYG000000777,2148033,2,100,1.61,MAG,"Collinsella sp900544135",2021-12-07
"UHGG v2.0.1",MGYG000000778,2085046,2,99.19,0.81,MAG,"Collinsella sp900541645",2021-12-07
"UHGG v2.0.1",MGYG000000779,2667664,42,96.28,0.67,MAG,"Prevotella sp000431975",2021-12-07
"UHGG v2.0.1",MGYG000000780,2105610,7,97.85,0.81,MAG,"Collinsella sp900541475",2021-12-07
"UHGG v2.0.1",MGYG000000781,3237958,69,96.48,0.19,MAG,"Phocaeicola sp900541515",2021-12-07
"UHGG v2.0.1",MGYG000000782,1798867,22,99.4,0.9,MAG,"Phascolarctobacterium_A sp900541915",2021-12-07
"UHGG v2.0.1",MGYG000000783,2145785,2,97.21,1.5,MAG,"Veillonella_A sp900545795",2021-12-07
"UHGG v2.0.1",MGYG000000784,1269692,181,100,0.12,MAG,"CAG-417 sp000432835",2021-12-07
"UHGG v2.0.1",MGYG000000785,1185697,1,70.69,1.72,MAG,"Lancefieldella sp900555335",2021-12-07
"UHGG v2.0.1",MGYG000000786,1748688,3,85.19,2.63,MAG,"Veillonella sp900545205",2021-12-07
"UHGG v2.0.1",MGYG000000787,2086603,46,96.99,0.12,MAG,"Collinsella sp002232035",2021-12-07
"UHGG v2.0.1",MGYG000000788,2895183,2,90.44,1.38,MAG,"Bacteroides pyogenes",2021-12-07
"UHGG v2.0.1",MGYG000000789,2053989,1,98.39,0.81,MAG,"Collinsella sp002232035",2021-12-07
"UHGG v2.0.1",MGYG000000790,2081813,2,92.7,0,MAG,"Fusobacterium nucleatum_E",2021-12-07
"UHGG v2.0.1",MGYG000000791,1608604,23,81.88,1.17,MAG,"CAG-269 sp900551615",2021-12-07
"UHGG v2.0.1",MGYG000000792,1373170,11,97.16,0,MAG,"Eubacterium_M sp900540015",2021-12-07
"UHGG v2.0.1",MGYG000000793,1894833,3,84.24,0,MAG,"Succinivibrio sp900548485",2021-12-07
"UHGG v2.0.1",MGYG000000794,2368186,2,72.81,1.75,MAG,"Megamonas sp900554895",2021-12-07
"UHGG v2.0.1",MGYG000000795,1972498,1,87.56,1.61,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000000796,2621918,12,98.12,0,MAG,"Turicimonas muris",2021-12-07
"UHGG v2.0.1",MGYG000000797,2093052,3,95.97,0.95,MAG,"Collinsella sp900544755",2021-12-07
"UHGG v2.0.1",MGYG000000798,2225766,1,97.58,0.81,MAG,"Collinsella sp900542945",2021-12-07
"UHGG v2.0.1",MGYG000000801,2156276,2,98.39,0.81,MAG,"Collinsella sp900542325",2021-12-07
"UHGG v2.0.1",MGYG000000802,2225126,1,100,0.81,MAG,"Collinsella sp900540855",2021-12-07
"UHGG v2.0.1",MGYG000000803,542109,3,97.31,1.15,MAG,"Ureaplasma sp900544585",2021-12-07
"UHGG v2.0.1",MGYG000000805,2084829,2,95.97,1.61,MAG,"Collinsella sp900546825",2021-12-07
"UHGG v2.0.1",MGYG000000806,2686211,9,95.85,0,MAG,"Blautia_A sp900541345",2021-12-07
"UHGG v2.0.1",MGYG000000807,2221047,1,98.59,3.52,MAG,"Anaerofustis sp900549875",2021-12-07
"UHGG v2.0.1",MGYG000000808,1884951,2,64.67,2.01,MAG,"Dysosmobacter sp900556925",2021-12-07
"UHGG v2.0.1",MGYG000000809,2343519,4,90.94,2.01,MAG,"UBA1691 sp900549825",2021-12-07
"UHGG v2.0.1",MGYG000000810,2278510,72,95.5,0.62,MAG,"Sutterella sp900543805",2021-12-07
"UHGG v2.0.1",MGYG000000811,2115809,2,94.35,0.81,MAG,"Collinsella sp003437035",2021-12-07
"UHGG v2.0.1",MGYG000000812,1921914,2,85.48,0.81,MAG,"Collinsella sp900549715",2021-12-07
"UHGG v2.0.1",MGYG000000813,1978596,20,88.89,1.28,MAG,"Zag1 sp000437435",2021-12-07
"UHGG v2.0.1",MGYG000000814,1710044,2,87.44,0,MAG,"CAG-521 sp900546995",2021-12-07
"UHGG v2.0.1",MGYG000000815,4510901,9,100,0,MAG,"Dysgonomonas capnocytophagoides",2021-12-07
"UHGG v2.0.1",MGYG000000817,2136964,2,96.23,0,MAG,"Catenibacterium sp900540665",2021-12-07
"UHGG v2.0.1",MGYG000000818,1248586,1,66.95,2.94,MAG,Veillonella,2021-12-07
"UHGG v2.0.1",MGYG000000820,2712076,16,96.31,0,MAG,"UBA9506 sp003506415",2021-12-07
"UHGG v2.0.1",MGYG000000821,2141919,4,95.8,0,MAG,Sutterella,2021-12-07
"UHGG v2.0.1",MGYG000000822,2370791,2,96.34,0.79,MAG,"Companilactobacillus farciminis_A",2021-12-07
"UHGG v2.0.1",MGYG000000823,2131500,2,89.12,1.92,MAG,"Alistipes sp900550375",2021-12-07
"UHGG v2.0.1",MGYG000000824,2120674,2,81.99,1.67,MAG,"CAG-485 sp900552315",2021-12-07
"UHGG v2.0.1",MGYG000000825,2700478,1,96.98,1.07,MAG,"Duncaniella sp900544535",2021-12-07
"UHGG v2.0.1",MGYG000000826,2075639,2,92.28,2.62,MAG,"Collinsella sp900550415",2021-12-07
"UHGG v2.0.1",MGYG000000827,2287148,3,99.19,1.61,MAG,"Collinsella sp002232035",2021-12-07
"UHGG v2.0.1",MGYG000000829,2305677,7,99.19,0.81,MAG,"UBA7748 sp900314535",2021-12-07
"UHGG v2.0.1",MGYG000000830,2260107,4,99.91,2.42,MAG,"Collinsella sp002232035",2021-12-07
"UHGG v2.0.1",MGYG000000832,2218408,44,99.19,0.81,MAG,"Collinsella sp002232035",2021-12-07
"UHGG v2.0.1",MGYG000000833,2326911,2,99.19,0.81,MAG,"Collinsella sp003436275",2021-12-07
"UHGG v2.0.1",MGYG000000835,2188673,2,96.45,4.23,MAG,"Collinsella sp002232035",2021-12-07
"UHGG v2.0.1",MGYG000000836,1764500,92,93.35,0.81,MAG,"UBA10281 sp000437515",2021-12-07
"UHGG v2.0.1",MGYG000000837,2171635,3,93.66,0.34,MAG,"Dysosmobacter sp900544105",2021-12-07
"UHGG v2.0.1",MGYG000000838,1767761,2,71.53,3.83,MAG,"Agathobaculum sp900557315",2021-12-07
"UHGG v2.0.1",MGYG000000839,2735655,106,96.77,0,MAG,"Clostridium sp900540255",2021-12-07
"UHGG v2.0.1",MGYG000000840,2579152,4,97.52,0.16,MAG,Sutterella,2021-12-07
"UHGG v2.0.1",MGYG000000841,2174241,6,96.64,1.01,MAG,"Dysosmobacter sp900544615",2021-12-07
"UHGG v2.0.1",MGYG000000842,1846287,2,100,0.81,MAG,"Collinsella sp900540845",2021-12-07
"UHGG v2.0.1",MGYG000000843,2470970,3,98.95,0.52,MAG,"Lacticaseibacillus sp900540605",2021-12-07
"UHGG v2.0.1",MGYG000000844,1387413,2,72.68,0.96,MAG,"Lactobacillus apis",2021-12-07
"UHGG v2.0.1",MGYG000000845,2267424,3,100,1.61,MAG,"Collinsella sp003469205",2021-12-07
"UHGG v2.0.1",MGYG000000846,2190850,4,99.19,0.81,MAG,"Collinsella sp900541685",2021-12-07
"UHGG v2.0.1",MGYG000000847,2084328,10,100,0,MAG,"Acidaminococcus sp900538365",2021-12-07
"UHGG v2.0.1",MGYG000000850,1767218,26,98.02,1.25,MAG,"CAG-521 sp900544345",2021-12-07
"UHGG v2.0.1",MGYG000000851,2227060,3,88.21,2.89,MAG,"UBA7173 sp900552325",2021-12-07
"UHGG v2.0.1",MGYG000000852,2918004,3,94.81,0.94,MAG,"Prevotella sp900545525",2021-12-07
"UHGG v2.0.1",MGYG000000853,3157276,3,90.78,1.6,MAG,"Prevotella sp900549175",2021-12-07
"UHGG v2.0.1",MGYG000000854,2733305,4,88.4,0.74,MAG,"Paraprevotella sp900548345",2021-12-07
"UHGG v2.0.1",MGYG000000855,2256268,2,100,0.81,MAG,"Collinsella sp900540875",2021-12-07
"UHGG v2.0.1",MGYG000000856,2096757,1,99.19,1.28,MAG,"Collinsella sp003459505",2021-12-07
"UHGG v2.0.1",MGYG000000857,1764654,7,75.21,0.45,MAG,"CAG-269 sp900552555",2021-12-07
"UHGG v2.0.1",MGYG000000858,2197901,2,98.66,0.81,MAG,"Collinsella sp900542155",2021-12-07
"UHGG v2.0.1",MGYG000000859,2911374,2,91.91,0.63,MAG,"Faecalimonas sp900546325",2021-12-07
"UHGG v2.0.1",MGYG000000860,1828071,3,93.87,1.21,MAG,Haemophilus_D,2021-12-07
"UHGG v2.0.1",MGYG000000861,2145101,3,87.83,0.81,MAG,"Olsenella_B sp900548775",2021-12-07
"UHGG v2.0.1",MGYG000000862,2326547,1,100,1.61,MAG,Collinsella,2021-12-07
"UHGG v2.0.1",MGYG000000863,2015892,9,95.27,1.69,MAG,"UMGS1490 sp900547395",2021-12-07
"UHGG v2.0.1",MGYG000000864,2413963,18,99.33,0.17,MAG,"CAG-632 sp900539185",2021-12-07
"UHGG v2.0.1",MGYG000000865,1614838,4,75.61,1.69,MAG,"Collinsella sp900554255",2021-12-07
"UHGG v2.0.1",MGYG000000866,1503128,2,56.69,0,MAG,"Prevotellamassilia sp900556465",2021-12-07
"UHGG v2.0.1",MGYG000000867,1874565,9,93.62,0,MAG,"UBA1409 sp002338885",2021-12-07
"UHGG v2.0.1",MGYG000000868,1947873,4,96.17,0.88,MAG,"Collinsella sp900544425",2021-12-07
"UHGG v2.0.1",MGYG000000869,768550,3,84.49,1.12,MAG,"UBA11517 sp003522085",2021-12-07
"UHGG v2.0.1",MGYG000000870,3134704,65,97.96,0,MAG,"Akkermansia sp004167605",2021-12-07
"UHGG v2.0.1",MGYG000000872,2772884,30,98.75,0.38,MAG,"UBA7173 sp900540205",2021-12-07
"UHGG v2.0.1",MGYG000000873,2049752,20,99.92,0.47,MAG,"Porphyromonas sp900539765",2021-12-07
"UHGG v2.0.1",MGYG000000874,1307174,8,74.91,0,MAG,"CAG-267 sp900551865",2021-12-07
"UHGG v2.0.1",MGYG000000875,1875451,47,96.61,0.81,MAG,"CAG-1024 sp000432015",2021-12-07
"UHGG v2.0.1",MGYG000000876,1718013,1,69.1,3.71,MAG,Faecalibacterium,2021-12-07
"UHGG v2.0.1",MGYG000000877,2052192,148,93.96,0.73,MAG,"CAG-83 sp900545495",2021-12-07
"UHGG v2.0.1",MGYG000000878,2047179,16,97.58,0.81,MAG,"Collinsella sp900541145",2021-12-07
"UHGG v2.0.1",MGYG000000879,2269825,9,99.19,0.81,MAG,"Collinsella sp900541665",2021-12-07
"UHGG v2.0.1",MGYG000000880,1799935,2,82.26,4.03,MAG,"Collinsella sp900555355",2021-12-07
"UHGG v2.0.1",MGYG000000881,2142946,11,96.1,1.04,MAG,"Collinsella sp900545075",2021-12-07
"UHGG v2.0.1",MGYG000000883,1720775,1,77.3,3.36,MAG,"CAG-170 sp900555665",2021-12-07
"UHGG v2.0.1",MGYG000000884,2163347,88,92.95,0,MAG,"CAG-103 sp900317855",2021-12-07
"UHGG v2.0.1",MGYG000000885,2151266,3,99.19,0.81,MAG,"Collinsella sp900541785",2021-12-07
"UHGG v2.0.1",MGYG000000886,2937871,5,97.68,0.57,MAG,"UBA2882 sp900542015",2021-12-07
"UHGG v2.0.1",MGYG000000887,1303871,37,92,0,MAG,"CAG-914 sp000437895",2021-12-07
"UHGG v2.0.1",MGYG000000889,2172459,13,96.23,0.19,MAG,"CAG-279 sp900541555",2021-12-07
"UHGG v2.0.1",MGYG000000892,2629881,2,83.34,2.68,MAG,"CAG-115 sp002492075",2021-12-07
"UHGG v2.0.1",MGYG000000894,1390532,6,79.07,0,MAG,"UMGS1307 sp900550505",2021-12-07
"UHGG v2.0.1",MGYG000000896,2091469,11,100,0.81,MAG,"Collinsella sp900540895",2021-12-07
"UHGG v2.0.1",MGYG000000897,1739504,3,97.98,0,MAG,Methanomassiliicoccus_A,2021-12-07
"UHGG v2.0.1",MGYG000000898,2143386,7,95.3,0.27,MAG,"UBA5394 sp900542615",2021-12-07
"UHGG v2.0.1",MGYG000000899,1597492,4,84.78,0.81,MAG,"UMGS1241 sp900549955",2021-12-07
"UHGG v2.0.1",MGYG000000900,2178918,1,97.43,1.85,MAG,"UMGS902 sp900546635",2021-12-07
"UHGG v2.0.1",MGYG000000901,2058329,118,99.38,0,MAG,"Acidaminococcus fermentans",2021-12-07
"UHGG v2.0.1",MGYG000000902,4770522,41,98.39,0.81,MAG,"Clostridium neonatale",2021-12-07
"UHGG v2.0.1",MGYG000000903,1712909,9,71.52,0.67,MAG,"CAG-269 sp900553985",2021-12-07
"UHGG v2.0.1",MGYG000000904,1807375,1,82.48,2.42,MAG,"Collinsella sp900553415",2021-12-07
"UHGG v2.0.1",MGYG000000905,802447,1,61.29,0,MAG,"Collinsella sp900555555",2021-12-07
"UHGG v2.0.1",MGYG000000906,2359165,1,75.39,0.19,MAG,"Phocaeicola sp900552075",2021-12-07
"UHGG v2.0.1",MGYG000000907,1602935,1,79.74,0.81,MAG,"Collinsella sp900551665",2021-12-07
"UHGG v2.0.1",MGYG000000908,1980396,1,82.83,0.47,MAG,"Beduini sp900550005",2021-12-07
"UHGG v2.0.1",MGYG000000909,3035568,86,99.37,0,MAG,"UBA9502 sp900538475",2021-12-07
"UHGG v2.0.1",MGYG000000910,1136343,1,62.77,0.22,MAG,"An92 sp900199495",2021-12-07
"UHGG v2.0.1",MGYG000000911,2030892,1,84.07,3.02,MAG,"Slackia_A sp900553775",2021-12-07
"UHGG v2.0.1",MGYG000000913,2138636,1,69.53,2.55,MAG,"Blautia sp900556555",2021-12-07
"UHGG v2.0.1",MGYG000000914,1959286,13,98.72,1.12,MAG,"Fusobacterium_A sp900015295",2021-12-07
"UHGG v2.0.1",MGYG000000915,3503945,2,99.17,1.37,MAG,"Clostridium nigeriense",2021-12-07
"UHGG v2.0.1",MGYG000000916,1647230,2,88.31,0,MAG,"Lactobacillus porci",2021-12-07
"UHGG v2.0.1",MGYG000000917,1546935,4,83.21,1.5,MAG,"Phascolarctobacterium sp900551745",2021-12-07
"UHGG v2.0.1",MGYG000000918,2489541,26,96.88,1.25,MAG,"Sutterella sp900545275",2021-12-07
"UHGG v2.0.1",MGYG000000919,4175004,4,97.99,4.25,MAG,"Niameybacter sp900551325",2021-12-07
"UHGG v2.0.1",MGYG000000920,2473301,2,94.56,2.04,MAG,"Gemmiger sp900548355",2021-12-07
"UHGG v2.0.1",MGYG000000921,2037614,2,94.83,1.34,MAG,"Dysosmobacter sp900546705",2021-12-07
